,Coaster_Name,Location,Status,Manufacturer,Year_Introduced,Latitude,Longitude,Opening_Date_Clean,Type_Main,Speed_Mph,Height_Ft,Inversions_Clean,Gforce_Clean,No
421,Kong (roller coaster),Other,,Vekoma,1998,,,,Steel,49.7,,5,,421
422,Mad Cobra (roller coaster),"Suzuka, Mie Prefecture, Japan",,,1998,34.8431,136.5406,,Other,,,0,,422
423,Mad Mouse (Pavilion),Myrtle Beach Pavilion,Removed,Arrow Dynamics,1998,33.6929,-78.8824,6/13/1998,Steel,25,,0,,423
424,Mamba (roller coaster),Worlds of Fun,Operating,D. H. Morgan Manufacturing,1998,39.172,-94.4906,4/18/1998,Steel,75,,0,3.5,424
425,Monte Makaya,Terra Encantada,Removed,Intamin,1998,-22.9853,-43.3644,1/16/1998,Steel,50,,8,,425
426,Mr. Freeze (roller coaster),Other,,Premier Rides,1998,,,,Steel,70,,2,4,426
427,Oblivion (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,1998,52.9866,-1.8965,3/14/1998,Steel,68.4,65,0,4.5,427
428,Rampage (roller coaster),Alabama Splash Adventure,Operating,Custom Coasters International,1998,33.3792,-86.9969,5/23/1998,Wood,56,,0,,428
429,Rattlesnake (roller coaster),Chessington World of Adventures,Operating,Maurer AG,1998,51.3487,-0.3178,1/1/1998,Steel,28,,0,,429
430,The Riddler's Revenge,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,1998,34.4245,-118.6006,4/4/1998,Steel,65,,6,4.2,430
431,Roar (roller coaster),Other,,Great Coasters International,1998,,,,Wood,50.5,,0,3.5,431
432,Roller Coaster (Dam Sen Park),Dam Sen Cultural Park,Operating,Hebei Zhongye Metallurgical Equipment,1998,10.7605,106.6368,1/1/1998,Steel,43.5,78.7,3,3.8,432
433,Scooby's Ghoster Coaster,Kings Island,Removed,Caripro,1998,39.3423,-84.2699,4/18/1998,Steel,8,,0,1,433
434,Shivering Timbers,Michigan's Adventure,Operating,Custom Coasters International,1998,43.3422,-86.2761,1/1/1998,Wood,57,,0,3.8,434
435,Sprocket Rockets,Six Flags Great America,Operating,Vekoma,1998,42.3669,-87.9311,1/1/1998,Steel,21.7,,0,,435
436,Storm Chaser (roller coaster),Kentucky Kingdom,Operating,Rocky Mountain Construction,1998,38.1958,-85.7503,4/30/2016,Steel,52,,3,3.8,436
437,Thunderhawk (Michigan's Adventure),Other,,Vekoma,1998,,,,Steel,49.7,,5,,437
438,Vapor Trail (roller coaster),Sesame Place,Operating,Vekoma,1998,40.1852,-74.8725,6/1/1998,Steel,27,,0,,438
439,Vogel Rok,Efteling,Operating,Vekoma,1998,51.6522,5.0525,4/9/1998,Steel,40,,0,3.5,439
440,Volcano: The Blast Coaster,Kings Dominion,Removed,Intamin,1998,37.8394,-77.4402,8/3/1998,Steel,70,,4,,440
441,Wild Mouse (Lagoon),Lagoon Amusement Park,Operating,Maurer AG,1998,40.9839,-111.8945,4/10/1998,Steel,28,,0,,441
442,Wilderness Run (Carowinds),Carowinds,Operating,E&F Miler Industries,1998,35.1011,-80.9388,1/1/1998,Steel,15,,0,,442
443,Afterburn (roller coaster),Carowinds,Operating,Bolliger & Mabillard,1999,35.1003,-80.9409,3/20/1999,Steel,62,,6,,443
444,Apollo's Chariot,Busch Gardens Williamsburg,Operating,Bolliger & Mabillard,1999,37.2348,-76.6413,3/30/1999,Steel,73,,0,4.1,444
445,Bandit (Movie Park Germany),Movie Park Germany,Operating,Roller Coaster Corporation of America,1999,51.6242,6.9754,1/1/1999,Wood,49.7,91.2,0,,445
446,Bizarro (roller coaster),Six Flags Great Adventure,Operating,Bolliger & Mabillard,1999,40.1382,-74.4323,4/2/1999,Steel,61,,7,4,446
447,Canyon Blaster (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,E&F Miler Industries,1999,34.4249,-118.5964,5/30/1999,Steel,10,,0,1,447
448,Dragon Challenge,Other,Removed,Bolliger & Mabillard,1999,28.4736,-81.4733,5/28/1999,Steel,60,,5,,448
449,Exterminator (roller coaster),Kennywood,Operating,Reverchon Industries,1999,40.3894,-79.8677,4/18/1999,Steel,29.1,,0,2.5,449
450,Georgia Scorcher,Six Flags Over Georgia,Operating,Bolliger & Mabillard,1999,33.7703,-84.5506,5/8/1999,Steel,54,,2,4,450
451,Great Chase (Six Flags America),Six Flags America,Operating,Zamperla,1999,38.9075,-76.772,1/1/1999,Steel,11,,0,,451
452,Harley Quinn Crazy Train,Six Flags Great Adventure,Operating,Zierer,1999,40.1348,-74.4397,1/1/1999,Steel,22.4,,0,,452
453,The Howler,Holiday World & Splashin' Safari,Operating,Zamperla,1999,38.1189,-86.9103,5/8/1999,Steel,16,,0,,453
454,The Incredible Hulk Coaster,Universal's Islands of Adventure,Operating,Bolliger & Mabillard,1999,28.4712,-81.4684,5/28/1999,Steel,67,,7,4,454
455,Invertigo (Kings Island),Other,In Production,Vekoma,1999,,,,Other,50,,3,,455
456,Iron Gwazi,Busch Gardens Tampa Bay,Under construction,Rocky Mountain Construction,1999,28.0339,-82.4231,,Steel,76,,2,,456
457,The Joker's Jinx,Six Flags America,Operating,Premier Rides,1999,38.91,-76.776,5/8/1999,Steel,60,,4,4.5,457
458,Katapul,Other,Discontinued,Anton Schwarzkopf,1999,,,,Other,,,2,,458
459,Lil' Devil Coaster,Six Flags Great Adventure,Operating,Zamperla,1999,40.1343,-74.4434,1/1/1999,Steel,,,0,,459
460,Limit (roller coaster),Heide Park,Operating,Vekoma,1999,53.026,9.8818,1/1/1999,Steel,49.7,,5,,460
461,Mad Mouse (Michigan's Adventure),Michigan's Adventure,Operating,Arrow Dynamics,1999,43.3474,-86.2789,8/7/1999,Steel,33,,0,,461
462,Mad Mouse (Valleyfair),Valleyfair,Operating,Arrow Dynamics,1999,44.7999,-93.4591,5/8/1999,Steel,30,,0,,462
463,Millennium Roller Coaster,Fantasy Island,Operating,Vekoma,1999,53.192,0.347,5/22/1999,Steel,56,,3,,463
464,Monta?a Rusa (Parque del Café),Other,,Anton Schwarzkopf,1999,,,,Steel,41.2,,0,2.1,464
465,Montezum,Hopi Hari,Operating,Roller Coaster Corporation of America,1999,-23.0987,-47.0109,1/1/1999,Wood,64,,0,,465
466,Nightmare at Crack Axle Canyon,Other,,Anton Schwarzkopf,1999,,,,Steel,31,,0,,466
467,Poltergeist (roller coaster),Six Flags Fiesta Texas,Operating,Premier Rides,1999,29.5969,-98.6083,5/28/1999,Steel,60,,4,4.5,467
468,Powder Keg: A Blast into the Wilderness,Other,,S&S – Sansei Technologies,1999,,,,Steel,64,,0,3.9,468
469,Pteranodon Flyers,"Universal Orlando Resort, Orlando, Florida, United States",,,1999,28.4717,-81.4714,,Other,,,0,,469
470,"Python (Coney Island, Cincinnati, Ohio)",Coney Island,Removed,Pinfari,1999,39.0539,-84.419,1/1/1999,Steel,,,0,,470
471,Raging Bull (roller coaster),Six Flags Great America,Operating,Bolliger & Mabillard,1999,42.3658,-87.9371,5/1/1999,Steel,73,,0,,471
472,Road Runner Express (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Zamperla,1999,38.1371,-122.2345,1/1/1999,Steel,,,0,,472
473,Rock 'n' Roller Coaster Starring Aerosmith,Other,,Vekoma,1999,,,,Steel,57,,3,5,473
474,Rollie's Coaster,Morey's Piers,Operating,Pinfari,1999,38.9858,-74.8097,1/1/1999,Steel,27,,0,,474
475,Silver Comet (roller coaster),Fantasy Island,Temporarily Closed,Custom Coasters International,1999,43.0283,-78.9739,5/1/1999,Wood,50,,0,,475
476,Steel Eel,SeaWorld San Antonio,Operating,D. H. Morgan Manufacturing,1999,29.4553,-98.6961,3/6/1999,Steel,65,,0,3.5,476
477,Superman – Ride of Steel,Other,,Intamin,1999,,,,Steel,73,,0,,477
478,Tennessee Tornado,Dollywood,Operating,Arrow Dynamics,1999,35.793,-83.5279,4/17/1999,Steel,63,,3,3.7,478
479,Thunderbolt (Celebration City),Other,,S&MC,1999,,,,Steel,34,,0,,479
480,Tornado (Parque de Atracciones de Madrid),Parque de Atracciones de Madrid,Operating,Intamin,1999,40.4134,-3.748,5/23/1999,Steel,49.7,,3,4,480
481,Tremors (roller coaster),Silverwood Theme Park,Operating,Custom Coasters International,1999,47.9053,-116.7097,5/15/1999,Wood,50,,0,2.5,481
482,Twisted Typhoon,Wild Adventures,Operating,Vekoma,1999,30.7181,-83.3243,5/8/1999,Steel,49.7,,5,,482
483,Twister (Knoebels Amusement Resort),Knoebels Amusement Resort,Operating,Knoebels Amusement Resort,1999,40.8771,-76.5041,7/24/1999,Wood,51,,0,,483
484,Two Face: The Flip Side,Other,In Production,Vekoma,1999,,,,Other,50,,3,,484
485,Wild Mouse (Hersheypark),Hersheypark,Operating,Mack Rides,1999,40.2925,-76.6548,5/8/1999,Steel,28,,0,,485
486,Woodstock Express (Cedar Point),Cedar Point,Operating,Vekoma,1999,41.4853,-82.689,5/10/1999,Steel,25,,0,,486
487,Woodstock Express (Michigan's Adventure),Michigan's Adventure,Operating,Chance Rides,1999,43.3423,-86.2807,7/10/1999,Steel,15,,0,,487
488,Woody Woodpecker's Nuthouse Coaster,Universal Studios Florida,Operating,Vekoma,1999,28.4739,-81.4649,3/13/1999,Steel,21.7,,0,,488
489,Batman: The Ride (Six Flags México),Six Flags Mexico,Operating,Vekoma,2000,19.2952,-99.2065,4/14/2000,Steel,49.7,,5,,489
490,Boomerang (Worlds of Fun),Worlds of Fun,Operating,Vekoma,2000,39.1731,-94.4851,4/8/2000,Steel,47,,6,,490
491,The Boss (roller coaster),Six Flags St. Louis,Operating,Custom Coasters International,2000,38.5161,-90.6789,4/29/2000,Wood,66.3,,0,,491
492,Boulder Dash (roller coaster),Lake Compounce,Operating,Custom Coasters International,2000,41.6392,-72.9245,5/21/2000,Wood,60,,0,,492
493,Catwoman's Whip,Six Flags New England,Operating,Zierer,2000,42.0371,-72.6117,5/5/2000,Steel,22.4,,0,,493
494,Dania Beach Hurricane,Boomers!,Removed,"Coaster Works, Inc.",2000,26.054,-80.1603,11/1/2000,Wood,50,,0,3,494
495,Diving Machine G5,Janfusun Fancyworld,Operating,Bolliger & Mabillard,2000,23.6181,120.5772,3/29/2000,Steel,68.3,,0,5,495
496,Dominator (roller coaster),Other,,Bolliger & Mabillard,2000,,,,Steel,65,,5,3.8,496
497,Flying Dutchman Gold Mine,Other,,Mack Rides,2000,,,,Steel,28,45.9,0,,497
498,Flying Super Saturator,Carowinds,Removed,Setpoint USA,2000,35.1027,-80.9431,4/1/2000,Steel,30,,0,,498
499,Flying Unicorn,Other,,"Vekoma (Orlando, Japan)Mack Rides (Hollywood, Beijing)",2000,,,,Steel,28.5,,0,,499
500,Ghost Chasers (roller coaster),Movie Park Germany,Operating,Mack Rides,2000,51.6195,6.9765,1/1/2000,Steel,28,45.9,0,,500
501,Goliath (Six Flags Magic Mountain),Six Flags Magic Mountain,Operating,Giovanola,2000,34.4269,-118.5969,2/11/2000,Steel,85,,0,,501
502,Gotham City Gauntlet: Escape from Arkham Asylum,Other,,Maurer AG,2000,,,,Steel,28,,0,,502
503,Hurricane: Category 5,Myrtle Beach Pavilion,Removed,Custom Coasters International,2000,33.6918,-78.8817,5/6/2000,Wood,55,,0,3,503
504,Jet Star (Luna Park),Other,,Anton Schwarzkopf,2000,,,,Steel,31.1,,0,,504
505,Katun (roller coaster),Mirabilandia,Operating,Bolliger & Mabillard,2000,44.3383,12.2668,4/1/2000,Steel,65,,6,4,505
506,Kraken (roller coaster),SeaWorld Orlando,Operating,Bolliger & Mabillard,2000,28.4111,-81.4583,6/1/2000,Steel,65,,7,3.9,506
507,The Legend (roller coaster),Holiday World & Splashin' Safari,Operating,Custom Coasters International,2000,38.1202,-86.914,5/6/2000,Wood,59,,0,,507
508,Lightning Racer,Other,Operating,Great Coasters International,2000,40.2929,-76.6532,5/13/2000,Wood,51,,0,3.6,508
509,Linnunrata,Linnanm?ki,Operating,Zierer,2000,60.1878,24.94,5/1/2000,Steel,24.9,23,0,,509
510,Medusa (Six Flags Discovery Kingdom),Six Flags Discovery Kingdom,Operating,Bolliger & Mabillard,2000,38.1406,-122.2336,3/18/2000,Steel,65,,7,4.5,510
511,Mega Zeph,Six Flags New Orleans,Closed,Custom Coasters International,2000,30.0531,-89.9375,5/20/2000,Wood,57,,0,,511
512,Millennium Force,Cedar Point,Operating,Intamin,2000,41.4817,-82.6881,5/13/2000,Steel,93,,0,4.5,512
513,Muskrat Scrambler,Six Flags New Orleans,Closed,L&T Systems,2000,30.0515,-89.9357,5/20/2000,Steel,25,,0,,513
514,Possessed (roller coaster),Other,,Intamin,2000,,,,Steel,70,,0,3.7,514
515,Ravine Flyer III,Waldameer Park,Operating,E&F Miler Industries,2000,42.109,-80.1565,1/1/2000,Steel,,,0,,515
516,RC-48,Morey's Piers,Removed,Pinfari,2000,38.9888,-74.8023,1/1/2000,Steel,,,0,,516
517,Road Runner Express (Six Flags Kentucky Kingdom),Other,,Maurer AG,2000,,,,Steel,28,,0,,517
518,Road Runner Express (Six Flags New Orleans),Other,,Vekoma,2000,,,,Steel,21.7,,0,,518
519,Road Runner Rollercoaster,Warner Bros. Movie World,,Vekoma,2000,,,,Steel,28.5,42.7,0,,519
520,Roller Coaster (Papéa Parc),Other,,Zierer,2000,41.3535,-81.3756,,Other,22.4,,0,,520
521,Roller Coaster (Suoi Tien Park),Suoi Tien Amusement Park,Operating,Vekoma,2000,10.8607,106.8044,1/1/2000,Steel,43.5,98.4,0,2,521
522,Son of Beast,Kings Island,Removed,Roller Coaster Corporation of America,2000,39.3461,-84.2647,4/28/2000,Wood,78.4,,1,4.5,522
523,Speed – The Ride,Other,,Premier Rides,2000,,,4/28/2000,Steel,70,,1,3.5,523
524,Speed of Sound (roller coaster),Walibi Holland,Operating,Vekoma,2000,52.4406,5.7681,4/22/2000,Steel,47,,3,5.2,524
525,Steel Dragon 2000,Nagashima Spa Land,Operating,D. H. Morgan Manufacturing,2000,35.0312,136.7301,8/1/2000,Steel,95,318.2,0,,525
526,Superman The Ride,Six Flags New England,Operating,Intamin,2000,42.0386,-72.6114,5/5/2000,Steel,77,,0,3.6,526
527,Superman: Krypton Coaster,Six Flags Fiesta Texas,Operating,Bolliger & Mabillard,2000,29.5952,-98.61,3/11/2000,Steel,70,,6,3.8,527
528,Svalbard Ekspressen,Kongeparken,Operating,Vekoma,2000,58.7801,5.8405,1/1/2000,Steel,21.7,,0,,528
529,Untamed (Walibi Holland),Walibi Holland,Operating,Rocky Mountain Construction,2000,52.4428,5.7608,7/1/2019,Steel,57.2,,5,,529
530,Villain (roller coaster),Geauga Lake,Removed,Custom Coasters International,2000,41.3528,-81.3725,5/5/2000,Other,59,,0,,530
531,Woodstock Express (Dorney Park),Dorney Park & Wildwater Kingdom,Operating,Zamperla,2000,40.5793,-75.5326,5/5/2000,Steel,13,,0,,531
532,Xpress: Platform 13,Walibi Holland,Operating,Vekoma,2000,52.4392,5.7639,4/1/2000,Steel,55.9,,3,,532
533,Zydeco Scream,Other,,Vekoma,2000,,,,Steel,47,,3,5.2,533
534,Batwing (roller coaster),Six Flags America,Operating,Vekoma,2001,38.9103,-76.7786,6/16/2001,Steel,50,,5,4.3,534
535,California Screamin',Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,2/8/2001,Steel,55,,1,,535
536,Cheetah (Wild Adventures),Wild Adventures,Removed,Custom Coasters International,2001,30.7196,-83.3257,6/16/2001,Wood,52,,0,,536
537,Colossos - Kampf der Giganten,Heide Park,Operating,Intamin,2001,53.0231,9.8833,4/13/2001,Wood,68.4,164,0,4.5,537
538,Cornball Express,Indiana Beach,Operating,Custom Coasters International,2001,40.7898,-86.771,5/18/2001,Wood,45,,0,4.7,538
539,Déjà Vu (roller coaster),Other,In Production,Vekoma,2001,,,,Other,65.6,193.6,0,,539
540,Do-Dodonpa,Fuji-Q Highland,Closed,S&S – Sansei Technologies,2001,35.4877,138.7823,12/21/2001,Steel,111.8,160.8,1,,540
541,Expedition GeForce,"Holiday Park, Germany",Operating,Intamin,2001,49.32,8.295,6/18/2001,Steel,74.6,,0,4.5,541
542,Flying Ace Aerial Chase,Kings Island,Operating,Vekoma,2001,,,1/1/2001,Steel,26,,0,2.2,542
543,Giant Inverted Boomerang,Other,In Production,Vekoma,2001,,,,Other,65.6,193.6,0,,543
544,Goofy's Sky School,Disney California Adventure,Operating,Mack Rides,2001,33.8063,-117.923,2/8/2001,Steel,27,,0,,544
545,Hypersonic XLC,Kings Dominion,Removed,S&S – Sansei Technologies,2001,37.8372,-77.446,3/24/2001,Steel,80,,0,4,545
546,Incredicoaster,Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,2/8/2001,Steel,55,,1,,546
547,Insane Speed,Janfusun Fancyworld,Operating,Bolliger & Mabillard,2001,23.6187,120.5758,1/1/2001,Steel,53.4,,4,4,547
548,Lego Technic Test Track,Other,,Mack Rides,2001,,,,Steel,35,51.8,0,,548
549,MP Xpress,Movie Park Germany,Operating,Vekoma,2001,51.6246,6.9733,4/6/2001,Steel,49.7,109.3,5,,549
550,Mulholland Madness,Disney California Adventure,Operating,Mack Rides,2001,33.8063,-117.923,2/8/2001,Steel,27,,0,,550
551,Nitro (Six Flags Great Adventure),Six Flags Great Adventure,Operating,Bolliger & Mabillard,2001,40.1356,-74.4444,4/7/2001,Steel,80,,0,4.3,551
552,Phantom's Revenge,Kennywood,Operating,D. H. Morgan Manufacturing,2001,40.389,-79.866,5/10/1991,Steel,85,,0,3.5,552
553,Silver Streak (Canada's Wonderland),Canada's Wonderland,Operating,Vekoma,2001,43.8424,-79.5462,5/6/2001,Steel,26,,0,,553
554,Talon (roller coaster),Dorney Park & Wildwater Kingdom,Operating,Bolliger & Mabillard,2001,40.579,-75.53,5/5/2001,Steel,58,,4,4.5,554
555,The Flash: Vertical Velocity,Six Flags Discovery Kingdom,SBNO (Standing But Not Operating),Intamin,2001,38.1382,-122.2323,6/8/2001,Steel,65,,1,,555
556,Thundercoaster (TusenFryd),TusenFryd,Operating,Vekoma,2001,59.7472,10.7773,5/1/2001,Wood,57.8,,0,2.4,556
557,Titan (Six Flags Over Texas),Six Flags Over Texas,Operating,Giovanola,2001,32.7556,-97.0742,4/27/2001,Steel,85,,0,,557
558,Vertical Velocity (roller coaster),Six Flags Great America,Temporarily closed,Intamin,2001,42.3679,-87.9324,5/18/2001,Steel,70,,0,,558
559,Vonkaputous,Linnanm?ki,Removed,Premier Rides,2001,60.1883,24.9381,5/12/2001,Steel,37.3,,0,2.5,559
560,Wildfire (Silver Dollar City),Silver Dollar City,Operating,Bolliger & Mabillard,2001,36.6686,-93.3425,4/4/2001,Steel,66,,5,3.6,560
561,Wile E. Coyote's Grand Canyon Blaster,"Arlington, Texas, U.S.",Operating,,2001,32.7557,-97.0702,,Other,,,0,,561
562,X-Flight (Geauga Lake),Other,,Vekoma,2001,,,,Steel,50,,5,4.3,562
563,Apple Zapple (Kings Dominion),Kings Dominion,Operating,Mack Rides,2002,,,3/22/2002,Steel,35,,0,,563
564,Avalancha (roller coaster),Xetulul Theme Park,Operating,Intamin,2002,,,1/1/2002,Steel,54.7,,8,,564
565,Batman: The Dark Knight (roller coaster),Six Flags New England,Operating,Bolliger & Mabillard,2002,42.0353,-72.6131,4/20/2002,Steel,55,,5,,565
566,Batman: Arkham Asylum (roller coaster),Parque Warner Madrid,Operating,Bolliger & Mabillard,2002,40.2282,-3.5924,4/6/2002,Steel,49.7,,5,4.9,566
567,Colossus (Thorpe Park),Thorpe Park,Operating,Intamin,2002,51.4032,-0.513,3/22/2002,Steel,45,,10,4.2,567
568,Escape from Madagascar,Dreamworld,Operating,Vekoma,2002,-27.8639,153.3169,12/26/2002,Steel,26,48.9,0,2.2,568
569,Flying Coaster (Elitch Gardens),Other,,Zamperla,2002,,,,Steel,25.7,,2,3.3,569
570,Galactica (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,2002,52.9859,-1.8821,3/16/2002,Steel,46.6,65.6,2,3.5,570
571,Goliath (Walibi Holland),Walibi Holland,Operating,Intamin,2002,52.4386,5.7614,3/29/2002,Steel,65.9,154.8,0,,571
572,Jubilee Odyssey,Fantasy Island (UK amusement park),Operating,Vekoma,2002,53.1922,0.3461,5/23/2002,Steel,63,,5,4.8,572
573,Lost Coaster of Superstition Mountain,Indiana Beach,Operating,Custom Coasters International,2002,40.7886,-86.77,6/6/2002,Wood,20,,0,,573
574,New Mexico Rattler,Cliff's Amusement Park,Operating,,2002,35.143,-106.5884,9/28/2002,Wood,47,,0,,574
575,Primeval Whirl,Disney's Animal Kingdom,Removed,Reverchon Industries,2002,28.3564,-81.5877,3/31/2002,Steel,29.1,,0,2.5,575
576,Ricochet (Carowinds),Carowinds,Operating,Mack Rides,2002,35.1042,-80.9428,3/23/2002,Steel,28,,0,,576
577,Roller Soaker,Hersheypark,Removed,Setpoint USA,2002,40.2914,-76.6531,5/4/2002,Steel,20.5,,0,,577
578,Rugrats Runaway Reptar (Dreamworld),Dreamworld,Operating,Vekoma,2002,-27.8639,153.3169,12/26/2002,Steel,26,48.9,0,2.2,578
579,Scooby-Doo Spooky Coaster,Warner Bros. Movie World,Operating,Mack Rides,2002,-27.9078,153.3111,6/17/2002,Steel,27.7,55.8,0,2.4,579
580,Silver Star (roller coaster),Europa-Park,Operating,Bolliger & Mabillard,2002,48.268,7.72,3/23/2002,Steel,78.9,239.5,0,4,580
581,Star Jet,Casino Pier,Removed,E&F Miler Industries,2002,39.9428,-74.0683,1/1/2002,Steel,,,0,,581
582,Superman: La Atracci?n de Acero,Parque Warner Madrid,Operating,Bolliger & Mabillard,2002,40.2277,-3.5906,4/6/2002,Steel,62.1,,7,,582
583,Superman: Ultimate Flight,Other,,Bolliger & Mabillard,2002,,,,Steel,51,,2,3,583
584,Toboggan (Conneaut Lake Park),Conneaut Lake Park,Removed,Chance Rides,2002,41.6341,-80.3137,1/1/2002,Steel,,,0,,584
585,Tom & Jerry (roller coaster),Parque Warner Madrid,Operating,Zierer,2002,40.2298,-3.5961,4/6/2002,Steel,22,,0,,585
586,Le Vampire,La Ronde,Operating,Bolliger & Mabillard,2002,45.5225,-73.5381,5/18/2002,Steel,50,,5,4,586
587,Wicked Twister,Cedar Point,Closed,Intamin,2002,41.482,-82.6799,5/5/2002,Steel,72,,0,,587
588,Winja's Fear & Force,Other,Operating,Maurer AG,2002,50.8002,6.8777,3/30/2002,Steel,37.2,,0,,588
589,X2 (roller coaster),Six Flags Magic Mountain,Operating,Arrow Dynamics,2002,34.421,-118.5929,1/12/2002,Steel,76,,2,4,589
590,Xcelerator,Knott's Berry Farm,Operating,Intamin,2002,33.8458,-118.0008,6/22/2002,Steel,82,,0,,590
591,Atlantis Adventure,Lotte World,Operating,Intamin,2003,,,1/1/2003,Steel,46.6,,0,,591
592,Balder (roller coaster),Liseberg,Operating,Intamin,2003,57.6933,11.9961,4/12/2003,Wood,55.9,118.1,0,,592
593,Canyon Blaster (Great Escape),Other,,Arrow Development,2003,,,,Steel,45,,0,,593
594,Dragon Express,Adventure World,Operating,Zamperla,2003,-32.097,115.8181,9/27/2003,Steel,,13.1,0,,594
595,Greased Lightnin' (Six Flags Discovery Kingdom),Other,Discontinued,Anton Schwarzkopf,2003,,,,Other,,,2,,595
596,Greezed Lightnin' (Kentucky Kingdom),Other,Discontinued,Anton Schwarzkopf,2003,,,,Other,,,2,,596
597,Half Pipe (roller coaster),Other,,Intamin,2003,,,,Steel,43.5,,0,4.5,597
598,Jack Rabbit (Celebration City),"Orlando, FloridaKissimmee, FloridaFayetteville, GeorgiaUnited States",Operating,,2003,28.3303,-81.5147,,Other,,,0,,598
599,The Jester (roller coaster),Other,,Vekoma,2003,,,,Steel,40,,3,3.5,599
600,Kiddy Hawk,Carowinds,Operating,Vekoma,2003,,,3/22/2003,Steel,26,,0,2.2,600
601,Nemesis Inferno,Thorpe Park,Operating,Bolliger & Mabillard,2003,51.4035,-0.5164,4/5/2003,Steel,49.7,95.1,4,5,601
602,Ozark Wildcat,Celebration City,Removed,Great Coasters International,2003,36.6509,-93.2938,5/1/2003,Wood,45,,0,,602
603,Scream (roller coaster),Six Flags Magic Mountain,Operating,Bolliger & Mabillard,2003,34.4286,-118.5983,4/12/2003,Steel,63,,7,4,603
604,Spider (roller coaster),Lagoon,Operating,Maurer AG,2003,40.9844,-111.895,4/1/2003,Steel,37.3,,0,,604
605,Steel Venom (Valleyfair),Valleyfair,Operating,Intamin,2003,44.7978,-93.4517,5/17/2003,Steel,68,,0,,605
606,Swamp Thing (Wild Adventures),Wild Adventures,Operating,Vekoma,2003,30.7196,-83.3217,1/1/2003,Steel,26,,0,2.2,606
607,Thunder Dolphin,Tokyo Dome City Attractions,Operating,Intamin,2003,35.7063,139.7533,5/1/2003,Steel,80.8,262.5,0,4.4,607
608,Top Thrill Dragster,Cedar Point,Closed,Intamin,2003,41.484,-82.6862,5/4/2003,Steel,120,,0,,608
609,Twist n' Shout,Loudoun Castle,Removed,Anton Schwarzkopf,2003,55.6104,-4.3689,4/1/2003,Steel,41,,1,,609
610,Vild-Svinet,BonBon-Land,Operating,Gerstlauer,2003,55.2611,11.8634,5/16/2003,Steel,45,72.2,1,,610
611,Vilda Musen,Gr?na Lund,Operating,Gerstlauer,2003,59.3231,18.0956,4/18/2003,Steel,34.2,,0,,611
612,Booster Bike,Toverland,Operating,Vekoma,2004,51.3975,5.9842,7/27/2004,Steel,46.6,49.2,0,2.5,612
613,D?monen,Tivoli Gardens,Operating,Bolliger & Mabillard,2004,55.6728,12.5703,4/16/2004,Steel,47.8,91.9,3,4,613
614,Dragon's Fury (roller coaster),Chessington World of Adventures,Operating,Maurer AG,2004,51.348,-0.319,3/27/2004,Steel,,,0,,614
615,Fairly Odd Coaster,Nickelodeon Universe,Operating,Gerstlauer,2004,44.8542,-93.2422,3/15/2004,Steel,31,,0,3.2,615
616,Hell Cat,Clementon Amusement Park,Operating,S&S – Sansei Technologies,2004,39.802,-74.9847,9/18/2004,Wood,56,,0,,616
617,The Joker Funhouse Coaster,Six Flags Over Georgia,Operating,Chance Manufacturing,2004,33.7678,-84.551,9/4/2004,Steel,30,,0,,617
618,Lightning (roller coaster),Kuwait Entertainment City,Removed,Bolliger & Mabillard,2004,29.3456,47.8182,1/1/2004,Steel,53,,5,,618
619,Nighthawk (roller coaster),Other,,Vekoma,2004,,,,Steel,51,,5,4.3,619
620,Ragin' Cajun (roller coaster),Other,,Zamperla,2004,,,,Steel,29.1,,0,2.5,620
621,Revenge of the Mummy,Other,,Premier Rides,2004,,,,Steel,40,,0,,621
622,Sand Serpent,Other,,Mack Rides,2004,,,,Steel,28,,0,,622
623,Shock Wave (Brean Leisure Park),Brean Leisure Park,Operating,Pinfari,2004,51.2861,-3.0089,1/1/2004,Steel,,,1,,623
624,Silver Bullet (Knott's Berry Farm),Knott's Berry Farm,Operating,Bolliger & Mabillard,2004,33.8444,-117.9997,12/7/2004,Steel,55,,6,3,624
625,Spinball Whizzer,Alton Towers,Operating,Maurer AG,2004,52.9889,-1.8946,3/27/2004,Steel,37.3,55.8,0,,625
626,Spinning Dragons,Worlds of Fun,Operating,Gerstlauer,2004,39.1754,-94.4879,4/17/2004,Steel,31,,0,,626
627,Steel Dragon (Waldameer),Waldameer Park,Operating,Maurer AG,2004,42.1081,-80.1589,7/2/2004,Steel,37.3,,0,,627
628,Storm Runner,Hersheypark,Operating,Intamin,2004,40.2897,-76.6536,5/8/2004,Steel,75,,3,5,628
629,Super Grover's Box Car Derby,Other,,Zierer,2004,,,,Steel,28,,0,,629
630,Superman El ?ltimo Escape,Six Flags México,Operating,D. H. Morgan Manufacturing,2004,,,11/19/2004,Steel,74.6,,0,,630
